country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","10-03-2025 23:00:00",29.931624,73.864511,NO2,15,98,53
India,Rajasthan,"Sri Ganganagar","Old City, Sri Ganganagar - RSPCB","10-03-2025 23:00:00",29.931624,73.864511,CO,20,67,48
India,Rajasthan,Jodhpur,"Jhalamand, Jodhpur - RSPCB","10-03-2025 23:00:00",26.215415,73.070156,OZONE,9,156,80
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","10-03-2025 23:00:00",26.358805,73.047444,PM2.5,3,92,30
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","10-03-2025 23:00:00",26.358805,73.047444,NO2,24,110,46
India,Rajasthan,Jodhpur,"Mandor, Jodhpur - RSPCB","10-03-2025 23:00:00",26.358805,73.047444,NH3,3,7,5
India,Rajasthan,Jaipur,"Sector-2 Murlipura, Jaipur - RSPCB","10-03-2025 23:00:00",26.960669,75.771817,PM10,37,169,94
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","10-03-2025 23:00:00",26.912329,70.909168,PM10,45,241,111
India,Rajasthan,Jaisalmer,"Sadar Bazar, Jaisalmer - RSPCB","10-03-2025 23:00:00",26.912329,70.909168,SO2,3,25,7
India,Rajasthan,Jodhpur,"Samrat Ashok Udhyan, Jodhpur - RSPCB","10-03-2025 23:00:00",26.253384,72.976571,OZONE,2,171,66
India,Rajasthan,Karauli,"Satyawati Vihar, Karauli - RSPCB","10-03-2025 23:00:00",26.506177,77.025989,NO2,13,40,23
India,Rajasthan,Jalore,"Mudtra Sili, Jalore - RSPCB","10-03-2025 23:00:00",25.344694,72.626208,NH3,7,15,9
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB","10-03-2025 23:00:00",12.9533,80.2357,NH3,3,4,3
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","10-03-2025 23:00:00",13.1036,80.2909,SO2,3,10,6
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB","10-03-2025 23:00:00",13.1036,80.2909,CO,20,32,27
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB","10-03-2025 23:00:00",13.0052189,80.2398125,NO2,13,15,13
India,TamilNadu,Coimbatore,"PSG College of Arts and Science, Coimbatore - TNPCB","10-03-2025 23:00:00",11.0328,77.0349,NH3,2,2,2
India,TamilNadu,Coimbatore,"SIDCO Kurichi, Coimbatore - TNPCB","10-03-2025 23:00:00",10.942451,76.978996,OZONE,11,112,50
India,TamilNadu,Cuddalore,"Semmandalam, Cuddalore - TNPCB","10-03-2025 23:00:00",11.7637683,79.7499835,NO2,10,45,23
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","10-03-2025 23:00:00",13.4127,80.1081,NH3,3,5,4
India,TamilNadu,Gummidipoondi,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB","10-03-2025 23:00:00",13.4127,80.1081,SO2,2,108,26
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","10-03-2025 23:00:00",12.9099161,80.1076538,NH3,NA,NA,NA
India,TamilNadu,Chennai,"Alandur Bus Depot, Chennai - CPCB","10-03-2025 23:00:00",12.9099161,80.1076538,SO2,NA,NA,NA
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB","10-03-2025 23:00:00",13.1278,80.2642,PM10,NA,NA,NA
India,TamilNadu,Karur,"Kamadenu Nagar, Karur - TNPCB","10-03-2025 23:00:00",10.967820,78.080882,NO2,5,40,11
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB","10-03-2025 23:00:00",10.798548,79.838212,PM2.5,32,93,47
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","10-03-2025 23:00:00",13.1662,80.2584,PM2.5,2,92,48
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB","10-03-2025 23:00:00",13.1662,80.2584,CO,2,116,34
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","10-03-2025 23:00:00",11.258242,77.552761,PM10,44,65,54
India,TamilNadu,Nagapattinam,"Velippalayam, Nagapattinam - TNPCB","10-03-2025 23:00:00",10.798548,79.838212,CO,13,34,27
India,TamilNadu,Ooty,"Bombay Castel, Ooty - TNPCB","10-03-2025 23:00:00",11.4068288,76.7138973,NH3,NA,NA,NA
India,TamilNadu,Chennai,"Kodungaiyur, Chennai - TNPCB","10-03-2025 23:00:00",13.1278,80.2642,SO2,1,29,6
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","10-03-2025 23:00:00",11.258242,77.552761,SO2,18,18,18
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","10-03-2025 23:00:00",11.258242,77.552761,CO,40,46,41
India,TamilNadu,Perundurai,"SIPCOT Industrial Park, Perundurai - TNPCB","10-03-2025 23:00:00",11.258242,77.552761,OZONE,10,15,12
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","10-03-2025 23:00:00",10.423417,78.784889,PM2.5,29,124,53
India,TamilNadu,Pudukottai,"SIPCOT Nathampannai, Pudukottai - TNPCB","10-03-2025 23:00:00",10.423417,78.784889,NH3,2,3,3
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB","10-03-2025 23:00:00",9.36399,78.831977,NO2,3,3,3
India,TamilNadu,Ranipet,"VOC Nagar_SIPCOT, Ranipet - TNPCB","10-03-2025 23:00:00",12.952707,79.30394,PM10,NA,NA,NA
India,TamilNadu,Ranipet,"VOC Nagar_SIPCOT, Ranipet - TNPCB","10-03-2025 23:00:00",12.952707,79.30394,OZONE,1,1,1
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB","10-03-2025 23:00:00",17.417094,78.457437,OZONE,16,38,28
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","10-03-2025 23:00:00",17.349694,78.451437,PM2.5,110,183,154
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","10-03-2025 23:00:00",17.349694,78.451437,NO2,80,123,104
India,Telangana,Hyderabad,"Zoo Park, Hyderabad - TSPCB","10-03-2025 23:00:00",17.349694,78.451437,OZONE,22,27,24
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","10-03-2025 23:00:00",23.8175497,91.2726974,PM10,36,80,57
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","10-03-2025 23:00:00",23.8175497,91.2726974,NO2,10,43,21
India,Tripura,Agartala,"Bardowali, Agartala - Tripura SPCB","10-03-2025 23:00:00",23.8175497,91.2726974,OZONE,2,180,58
India,Telangana,Hyderabad,"ECIL Kapra, Hyderabad - TSPCB","10-03-2025 23:00:00",17.470431,78.566959,OZONE,35,48,36
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","10-03-2025 23:00:00",17.518400,78.278777,PM2.5,52,98,74
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB","10-03-2025 23:00:00",17.518400,78.278777,PM10,50,116,90
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","10-03-2025 23:00:00",17.5316895,78.218939,PM10,32,140,90
India,Telangana,Hyderabad,"IDA Pashamylaram, Hyderabad - TSPCB","10-03-2025 23:00:00",17.5316895,78.218939,NO2,32,70,43
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","10-03-2025 23:00:00",17.528544,78.286195,PM2.5,32,34,33
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB","10-03-2025 23:00:00",17.528544,78.286195,SO2,9,10,9
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","10-03-2025 23:00:00",17.4559458,78.4332152,NO2,22,31,27
India,Telangana,Hyderabad,"Sanathnagar, Hyderabad - TSPCB","10-03-2025 23:00:00",17.4559458,78.4332152,OZONE,9,17,13
India,TamilNadu,Vellore,"Vasanthapuram, Vellore - TNPCB","10-03-2025 23:00:00",12.909494,79.131861,SO2,14,15,15
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","10-03-2025 23:00:00",17.540891,78.358528,PM2.5,22,58,44
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB","10-03-2025 23:00:00",17.540891,78.358528,NO2,15,57,33
India,Telangana,Hyderabad,"Kompally Municipal Office, Hyderabad - TSPCB","10-03-2025 23:00:00",17.544899,78.486949,PM2.5,42,53,47
